URL,Phishing attack,Domain Age,Domain Registration Length,Having IP Address,HTTPS Token,URL Length,URL Shortening,@ Symbol,"Redirecting ""//""",Prefix/Suffix in Domain,Subdomains,SSL Final State,Domain Registration Country,Favicon Hosting,Port,HTTPS in URL,Request URL Ratio,Links in Meta/Script/Link,Server Form Handler (SFH),Submitting to Email,Iframe Redirection,Age of Domain,DNS Record,Website Traffic,PageRank,Content Length,Special Characters in Domain,Email in URL,Sensitive Words in URL,Response Time
https://www.lbqwqnzgkp.com,1,3072,2549,No,Yes,16,Yes,No,No,Yes,2,Missing,,,Non-standard,No,0.324065594,0.722524866,Different Domain,Yes,No,Yes,,87652,3,18436,0,Yes,,280
https://www.xgxjdseeps.com,1,1006,3599,Yes,Yes,51,No,Yes,No,Yes,4,Missing,Brazil,No,Non-standard,,0.960916711,0.393035344,Empty,,No,No,No,13070,5,14651,0,Yes,0,2404
https://www.sznzumvpsr.com,0,406,2362,No,No,39,No,Yes,Yes,Yes,1,Missing,Brazil,No,Non-standard,No,0.687022195,0.990959773,Empty,Yes,Yes,No,Yes,,4,1375,2,No,0,4365
https://www.grvpmcdzxq.com,0,5497,3272,No,Yes,83,No,No,No,,0,Invalid,USA,Yes,Standard,Yes,0.896014999,0.140363506,Empty,Yes,Yes,,Yes,27553,5,7610,1,No,0,832
https://www.yksptopdri.com,1,166,3604,Yes,Yes,88,Yes,No,Yes,No,3,Valid,China,No,Standard,,0.208978974,0.374309086,Empty,Yes,No,No,No,58770,9,10347,4,Yes,1,3180
https://www.lccyibdxle.com,1,508,836,Yes,No,15,Yes,No,No,No,0,Missing,Canada,Yes,Standard,No,0.491845129,0.431705798,Empty,No,Yes,No,No,,7,648,0,Yes,2,2217
https://www.zjzraccrwj.com,1,1661,3515,No,Yes,33,Yes,Yes,No,No,4,,USA,No,Non-standard,No,0.565420656,0.71731374,Same Domain,Yes,Yes,No,No,,8,4936,0,No,2,4577
https://www.nbeymdwojd.com,0,6456,1471,,No,75,No,No,Yes,No,1,Missing,Brazil,No,Standard,No,0.085284663,0.496007265,Empty,Yes,No,No,Yes,89829,7,14844,4,Yes,1,2424
https://www.ywiuwuborr.com,0,3664,1529,Yes,No,49,No,Yes,No,No,3,Missing,Brazil,Yes,Non-standard,No,0.49364106,0.750313564,Same Domain,Yes,No,No,No,72075,7,12458,1,Yes,4,4197
https://www.tvoxfdegmu.com,0,3489,3324,No,Yes,24,No,Yes,No,Yes,2,Invalid,China,Yes,Standard,No,0.860953824,0.841230599,Same Domain,No,No,No,Yes,49440,5,16344,2,No,1,2018
https://www.vwxjkqzcca.com,1,4858,-229,Yes,Yes,62,No,No,,No,2,Valid,Russia,Yes,Standard,Yes,0.052193805,0.289214601,Same Domain,Yes,Yes,No,Yes,13600,0,16405,4,Yes,0,3459
https://www.aplneryrxt.com,1,680,1872,Yes,No,94,Yes,Yes,No,No,3,Missing,Brazil,No,Non-standard,Yes,0.64230659,0.80391582,Same Domain,No,No,No,Yes,11313,2,2129,4,Yes,4,1710
https://www.tvunhwzcwr.com,0,2524,1298,No,No,91,No,No,Yes,Yes,3,Missing,China,No,Non-standard,No,0.988755761,0.491537279,Same Domain,No,Yes,Yes,,83382,4,,0,No,4,4361
https://www.wwjuikzabv.com,0,2120,2024,No,No,14,Yes,No,Yes,No,4,Valid,USA,,Non-standard,Yes,0.527426862,0.076536226,Same Domain,No,Yes,,No,74766,9,19376,3,Yes,1,1506
https://www.tqujrzdbbt.com,1,5260,1217,Yes,Yes,98,Yes,Yes,Yes,Yes,1,Missing,Russia,Yes,Standard,No,0.303367475,0.297026501,Empty,Yes,No,Yes,No,58679,0,5535,0,No,2,4526
https://www.emufrsrcpc.com,1,4677,2711,Yes,Yes,45,Yes,Yes,Yes,No,3,Invalid,USA,No,Standard,No,0.58494552,0.802918239,Different Domain,No,Yes,No,No,77809,0,14215,2,No,4,3877
https://www.wusxmujixw.com,0,4357,606,No,Yes,83,No,Yes,No,Yes,2,Invalid,China,No,Non-standard,Yes,0.541437343,,Different Domain,No,Yes,Yes,Yes,66258,6,4318,2,No,2,4425
https://www.nnggboesxn.com,0,,2963,No,Yes,55,No,No,Yes,Yes,1,Invalid,USA,No,Non-standard,No,0.105159089,0.093263035,Different Domain,Yes,Yes,No,Yes,,1,3838,1,No,4,1245
https://www.yvbpmmdssp.com,1,1331,3518,No,Yes,32,No,No,Yes,No,3,Missing,Canada,No,Standard,Yes,0.214291637,0.638350246,Empty,Yes,Yes,Yes,No,84877,4,2836,4,,2,4489
https://www.oklwqsgysl.com,0,2292,,No,No,97,No,No,Yes,Yes,1,Invalid,China,Yes,Standard,No,0.669402038,0.850300653,Same Domain,No,Yes,,Yes,48094,3,3150,4,Yes,1,2739
https://www.rsdldrtora.com,1,1538,,Yes,Yes,,No,Yes,No,No,4,Missing,Russia,Yes,Non-standard,Yes,0.592560662,0.132857023,Different Domain,Yes,No,No,Yes,99283,7,15350,4,Yes,1,4090
https://www.tubsotkucl.com,1,3408,1925,Yes,,19,No,No,No,No,3,Invalid,Brazil,Yes,Standard,Yes,0.344320147,0.54300538,Different Domain,Yes,No,Yes,Yes,98152,0,10522,2,Yes,2,502
https://www.zkqwnzggxf.com,0,560,1445,Yes,No,63,No,No,Yes,No,,Valid,USA,Yes,Non-standard,No,0.978528346,0.207762737,Empty,No,Yes,Yes,Yes,63113,8,16461,2,No,0,
https://www.cmbdagwqwo.com,1,1099,3426,No,Yes,79,No,No,No,No,1,Invalid,China,No,Standard,Yes,0.644768648,0.337759538,,Yes,Yes,Yes,Yes,17862,8,,4,No,3,1807
https://www.ohofhnkpeg.com,1,1903,49,No,Yes,86,No,Yes,No,Yes,3,Valid,USA,Yes,,No,0.230808134,0.413910254,Same Domain,Yes,No,No,Yes,67478,3,15920,3,,0,2759
https://www.emwtondueb.com,1,174,3333,Yes,Yes,94,No,Yes,Yes,Yes,1,Invalid,China,,Standard,No,0.47118126,0.005221862,,Yes,Yes,Yes,Yes,7433,,7519,0,No,1,1676
https://www.qkzyzxpchg.com,0,2156,2389,No,No,41,No,Yes,Yes,Yes,1,Missing,China,Yes,Standard,No,,0.355709543,Different Domain,Yes,No,No,No,22242,6,18672,3,Yes,1,348
https://www.elotelqibc.com,0,2230,-23,No,No,52,No,No,Yes,Yes,3,Valid,Russia,No,Standard,Yes,0.671985918,0.309404824,Same Domain,No,No,No,Yes,58448,4,18410,1,Yes,,3026
https://www.ffssxqavha.com,1,4287,2364,No,Yes,24,No,,No,Yes,2,Valid,USA,,Standard,Yes,0.246328657,0.668368797,Empty,,No,No,Yes,87892,1,6276,4,Yes,2,2935
https://www.xftxocbxsr.com,0,4160,3085,No,Yes,75,No,Yes,Yes,No,4,Missing,USA,No,Standard,Yes,0.647847659,0.880102692,Empty,No,Yes,,Yes,54173,5,10159,3,Yes,1,
https://www.tjohviqrio.com,1,3920,3300,No,Yes,24,Yes,Yes,No,Yes,1,Valid,China,Yes,Standard,Yes,0.33287545,,,Yes,No,Yes,Yes,53890,7,3513,0,Yes,1,3909
https://www.ygsvabikwg.com,0,7106,3372,No,No,90,Yes,No,,Yes,2,Valid,Canada,Yes,Standard,No,0.457504608,0.482818391,Same Domain,No,Yes,Yes,Yes,31812,5,11542,1,No,1,
,1,1497,,Yes,No,29,Yes,No,Yes,Yes,1,,Brazil,No,Standard,No,0.66914957,0.276682828,Empty,Yes,No,No,Yes,21254,6,5354,,Yes,2,4416
https://www.opxgruwzbw.com,1,3854,3532,Yes,Yes,59,No,No,No,Yes,2,Valid,Brazil,Yes,Standard,No,0.580994078,0.987516066,Empty,Yes,No,No,Yes,60928,8,991,1,No,2,3289
https://www.xmjaqhuyrr.com,1,3171,-220,Yes,Yes,,Yes,Yes,No,Yes,3,Valid,Canada,,Standard,No,0.712730506,0.780343874,Empty,No,,No,No,4043,2,11374,1,No,0,3868
https://www.meqjazszbs.com,1,,-43,Yes,Yes,88,No,Yes,Yes,No,4,Missing,Russia,,Standard,Yes,0.38183753,0.117857137,Empty,Yes,,Yes,No,79682,8,6954,3,Yes,1,
https://www.zierhulsqy.com,0,7007,1804,No,Yes,26,No,Yes,No,Yes,2,Valid,Canada,No,Non-standard,No,0.752000574,0.368831742,Same Domain,Yes,No,No,Yes,5010,9,10543,,No,,3052
https://www.xpabwuhehn.com,1,1151,910,Yes,No,35,Yes,Yes,,No,0,Missing,Canada,No,,No,0.015666774,0.111170145,Same Domain,Yes,Yes,Yes,Yes,95989,3,19979,0,No,3,4385
https://www.qnggmumsqt.com,0,6033,1513,Yes,No,31,No,No,No,No,1,Valid,,No,Non-standard,Yes,0.187967406,0.787025605,Empty,No,Yes,,Yes,23869,6,15776,,No,3,3874
https://www.aillejxygq.com,1,368,3605,Yes,Yes,82,No,,No,Yes,2,Missing,China,Yes,Standard,Yes,0.973223931,0.487083757,Same Domain,No,Yes,No,No,52375,2,6087,0,No,1,3264
https://www.ecawqjllxn.com,0,4946,1993,Yes,No,73,No,No,No,No,4,Invalid,USA,No,Non-standard,No,0.086727294,0.647286856,Same Domain,Yes,No,,No,13718,4,14986,2,Yes,0,4877
https://www.rfhgvqzhuk.com,0,,235,No,No,85,No,Yes,,Yes,4,Valid,Brazil,,Standard,No,0.66190311,0.574876511,Empty,Yes,Yes,,Yes,63423,4,10580,1,No,4,4438
https://www.dnxmioakrv.com,1,1907,109,No,Yes,95,Yes,Yes,Yes,Yes,4,Valid,Brazil,Yes,,Yes,0.91675751,0.182601754,Different Domain,No,Yes,Yes,Yes,82646,7,6252,1,Yes,4,207
https://www.jnxecfkaju.com,1,3490,2252,Yes,Yes,67,No,No,Yes,Yes,2,Invalid,Brazil,Yes,Standard,Yes,0.859546508,0.012994176,Different Domain,Yes,Yes,No,Yes,66292,4,2912,2,No,1,3815
https://www.viqhcjxgtr.com,1,2535,1150,Yes,Yes,96,Yes,Yes,Yes,Yes,2,Invalid,Canada,No,Standard,No,0.91275541,0.870226958,Different Domain,No,,No,Yes,97765,6,14865,2,No,1,1144
https://www.wtrktlbuqw.com,1,4173,209,No,Yes,46,Yes,Yes,Yes,Yes,3,Missing,China,No,Standard,No,0.983908906,0.092352016,Same Domain,No,No,Yes,Yes,95175,3,14113,2,Yes,4,3509
https://www.owdoftxuxw.com,0,2873,-19,No,No,87,No,No,No,Yes,0,Valid,China,Yes,Non-standard,Yes,0.35727357,0.791461512,Different Domain,No,Yes,Yes,Yes,2678,5,15758,0,Yes,2,81
https://www.wjhfnarmbp.com,1,1824,2502,Yes,Yes,,Yes,Yes,Yes,No,2,Valid,Canada,No,Non-standard,Yes,0.330158048,0.191474642,Empty,No,No,No,No,10096,9,5603,4,No,2,4556
https://www.djwtuwjvoq.com,0,1293,1145,No,Yes,81,No,Yes,Yes,,3,Missing,Russia,Yes,Non-standard,,0.120861965,0.852773767,Different Domain,Yes,Yes,Yes,Yes,11543,,15811,2,No,1,3750
https://www.sqidfeecle.com,0,4769,3179,No,Yes,99,No,No,Yes,No,1,Invalid,Russia,No,Standard,Yes,0.201490247,0.593746131,Empty,,Yes,No,No,40794,4,10927,1,Yes,3,4395
https://www.vivitmvbkt.com,1,4796,16,Yes,Yes,37,Yes,No,Yes,No,0,,China,Yes,Standard,Yes,0.652878339,0.399174338,Same Domain,Yes,No,Yes,No,41407,6,762,1,No,2,717
https://www.mjljyzotzg.com,1,4854,938,No,No,95,Yes,No,Yes,,4,Invalid,Canada,No,Standard,Yes,0.331147932,0.658352316,Same Domain,Yes,Yes,No,Yes,20351,,10295,4,No,0,4808
https://www.xqyubpbxkf.com,1,6019,-294,Yes,Yes,58,Yes,Yes,Yes,No,0,Missing,Brazil,No,Standard,Yes,0.341147503,0.273753455,Empty,Yes,No,Yes,Yes,82833,3,7357,1,No,4,4143
https://www.eavcxpcvwb.com,1,6871,2203,Yes,Yes,82,No,No,Yes,No,,Valid,USA,No,Non-standard,Yes,0.645923847,0.418599167,Different Domain,No,Yes,Yes,Yes,9052,9,6175,0,No,3,3681
https://www.lwsonaxsma.com,0,3386,3072,No,No,76,,No,Yes,No,2,Missing,China,No,Non-standard,Yes,,0.82375094,Empty,Yes,,No,,,5,9288,4,,0,3988
https://www.eaqrlbizhm.com,1,2972,2615,No,Yes,98,Yes,Yes,Yes,No,2,Missing,Brazil,Yes,Standard,No,0.055944924,0.008948725,Empty,Yes,No,Yes,Yes,80282,4,7083,3,No,3,2986
https://www.vagjppftrw.com,1,3922,752,No,Yes,85,Yes,Yes,Yes,Yes,3,Valid,China,,Non-standard,Yes,0.802839597,0.233958504,Empty,Yes,No,Yes,No,35754,,7300,4,No,0,3755
https://www.uyxwxtznvd.com,0,,1031,No,Yes,76,,No,Yes,Yes,2,Invalid,USA,No,Standard,No,0.789845324,0.741297961,Empty,No,Yes,Yes,Yes,15194,0,11834,2,Yes,3,3395
https://www.tblmwzzikl.com,0,7032,2021,No,No,50,,No,No,No,2,Invalid,Russia,No,,Yes,0.385090926,0.71945255,Different Domain,No,No,No,No,60706,6,804,0,Yes,1,370
https://www.kcheuepnbs.com,1,992,3143,No,Yes,55,Yes,Yes,Yes,Yes,0,Missing,China,Yes,Standard,Yes,0.593067722,0.163653261,Empty,No,Yes,No,No,56576,9,1561,0,Yes,2,1310
https://www.bdnrpsjhkt.com,1,5287,994,Yes,Yes,96,Yes,Yes,No,Yes,1,Missing,Canada,Yes,Non-standard,Yes,0.238079376,0.982989308,Empty,No,No,Yes,No,63043,7,18607,2,Yes,2,53
https://www.ecyxousvxg.com,1,2386,298,No,Yes,96,Yes,Yes,Yes,No,4,Invalid,Russia,No,Standard,Yes,0.367637595,,Different Domain,Yes,No,No,No,35039,2,18065,4,No,3,1314
https://www.luqjlnsrcf.com,0,2240,1150,Yes,No,64,No,No,Yes,No,4,Missing,Russia,No,Non-standard,Yes,0.03640274,0.371374427,Different Domain,No,Yes,No,,11375,4,1377,1,Yes,,3216
https://www.lxxzobwpiv.com,0,1476,3623,No,Yes,91,No,Yes,No,Yes,,Missing,Brazil,No,Standard,Yes,0.273608059,0.350882808,Empty,No,Yes,Yes,No,,1,17093,1,,,3666
,1,6426,1526,No,Yes,20,No,No,No,Yes,1,Valid,Canada,Yes,Non-standard,No,0.016379345,0.522687054,,No,No,No,Yes,22532,0,,4,Yes,4,2490
https://www.xwyqevphvi.com,1,3407,-326,No,Yes,35,No,No,No,No,0,Missing,China,No,Non-standard,Yes,0.424075803,0.036127058,Different Domain,No,No,No,Yes,75824,0,19421,3,No,2,
https://www.qhkioedxvv.com,0,389,1017,No,No,81,No,No,No,Yes,4,Missing,China,No,Non-standard,No,0.519723249,0.714553243,,Yes,No,Yes,Yes,70313,5,19688,3,No,4,1066
https://www.gldcgkmzwx.com,1,999,1665,No,No,91,Yes,Yes,No,No,3,Valid,Canada,No,Non-standard,No,0.495330681,0.068403455,Empty,Yes,Yes,,Yes,834,7,9159,4,No,1,480
https://www.qquhpsdvrn.com,1,4620,2256,Yes,Yes,22,Yes,Yes,No,,2,Invalid,Russia,Yes,Standard,No,0.340711017,0.653008091,Same Domain,Yes,No,No,No,98188,0,3675,,Yes,,4198
https://www.jmodrwaacq.com,1,1855,912,Yes,Yes,45,No,No,No,,2,Valid,China,No,Standard,,0.206946059,0.801755686,Same Domain,No,No,No,No,58545,,5657,4,Yes,3,3233
https://www.sqofnvcvlk.com,1,5602,600,Yes,No,73,No,No,Yes,No,,Invalid,China,Yes,Non-standard,No,0.454343698,0.905272877,Same Domain,Yes,Yes,No,No,21004,7,15509,4,Yes,3,2431
https://www.nradqcxsmt.com,1,658,2263,,Yes,60,Yes,Yes,,No,4,Valid,China,Yes,Non-standard,No,0.869929139,0.147632077,Same Domain,No,No,Yes,,91413,2,1776,1,No,2,2754
https://www.nvagmtdntp.com,0,2763,3104,No,No,85,Yes,No,No,Yes,2,Missing,USA,No,Non-standard,No,0.983229993,0.745460317,Different Domain,Yes,,Yes,No,66351,5,15562,3,No,2,1238
https://www.cgcftgzwhi.com,0,3663,3463,,No,31,Yes,Yes,,,3,Invalid,Canada,No,Non-standard,No,0.312725838,0.983292278,Same Domain,Yes,No,No,No,15316,4,4750,2,No,2,64
https://www.onbmnxtetj.com,1,4986,1535,Yes,No,69,Yes,No,No,No,3,Valid,,Yes,Non-standard,Yes,0.974429527,0.067804587,Empty,Yes,No,Yes,No,5650,5,,3,,1,3629
https://www.wyqmnqgemi.com,1,1481,,Yes,Yes,11,Yes,Yes,Yes,No,4,Valid,USA,No,Standard,Yes,0.434551512,0.028226874,Different Domain,,No,Yes,Yes,558,6,15480,0,Yes,3,4755
https://www.tciwhlezph.com,0,7256,3396,No,No,65,Yes,No,No,Yes,,Invalid,Brazil,No,Non-standard,No,0.613272181,0.212426821,Different Domain,No,No,No,Yes,49359,,12316,0,No,1,2524
https://www.lrtlmowrtd.com,1,,335,Yes,No,49,Yes,No,No,Yes,3,Invalid,China,No,Standard,Yes,0.803713614,0.20502095,Same Domain,No,No,,No,14917,2,504,0,Yes,1,1416
https://www.uwncdtbmng.com,1,7262,145,No,Yes,37,Yes,No,No,No,1,Invalid,USA,Yes,Non-standard,Yes,,0.319472622,Same Domain,Yes,No,No,No,36629,0,3078,0,Yes,4,1596
https://www.gzollgtenq.com,1,451,918,No,Yes,86,Yes,Yes,No,Yes,3,,Canada,Yes,Non-standard,,0.208282617,0.923550961,Empty,Yes,No,No,No,56400,7,13790,1,Yes,0,2949
https://www.vpkntzrrbq.com,1,2475,218,Yes,Yes,12,Yes,Yes,No,No,0,Valid,Brazil,No,Non-standard,Yes,0.273076437,0.683072038,Empty,,No,No,Yes,10796,3,1409,1,Yes,1,2227
https://www.vtohztvwmd.com,1,3222,618,Yes,No,72,Yes,Yes,Yes,No,3,Invalid,Brazil,Yes,Standard,No,0.838616183,0.010714371,Different Domain,Yes,No,Yes,Yes,83908,6,11882,1,No,1,4143
https://www.fbcvomxxup.com,1,1537,93,Yes,No,32,No,No,Yes,No,2,Invalid,Russia,Yes,Standard,Yes,0.934474795,0.495358756,Different Domain,Yes,No,Yes,Yes,72824,4,18286,3,No,1,61
,1,3093,2211,Yes,Yes,64,,No,Yes,Yes,0,Invalid,Russia,,Standard,Yes,0.128486675,0.875715876,Empty,Yes,No,Yes,Yes,35680,9,14111,2,No,0,4553
https://www.ndpvjcuses.com,0,882,1540,No,No,41,No,Yes,No,Yes,2,,Brazil,Yes,Non-standard,No,0.69451244,0.534351533,Same Domain,No,No,Yes,Yes,64110,4,952,0,No,,4814
https://www.wtunbbcgvw.com,1,4408,2023,No,Yes,93,Yes,Yes,No,No,2,,Canada,No,Non-standard,No,0.034904355,0.194221826,Same Domain,,No,Yes,Yes,,2,488,4,No,3,4962
https://www.agkowrzgre.com,1,4068,1739,Yes,Yes,37,Yes,Yes,Yes,Yes,4,Missing,USA,Yes,Non-standard,Yes,0.874954042,0.95395663,Empty,Yes,Yes,,No,53633,5,11432,4,No,2,255
https://www.gnjbedvwgh.com,1,4935,1900,Yes,Yes,17,No,No,Yes,Yes,0,Invalid,Russia,No,Non-standard,Yes,0.856826802,0.307346978,Same Domain,No,Yes,Yes,Yes,70098,5,,2,No,4,4140
,1,2566,2301,Yes,Yes,12,No,Yes,Yes,No,2,Invalid,,Yes,Standard,Yes,0.774602829,0.350083517,Same Domain,,Yes,No,Yes,30324,7,2813,1,No,,3570
https://www.iqetbrxchs.com,1,3277,450,Yes,Yes,98,Yes,Yes,Yes,Yes,4,Valid,Canada,No,Standard,Yes,0.824381204,0.356299578,Same Domain,,No,,Yes,,3,19137,0,No,4,156
https://www.afksdttnwa.com,1,374,,No,No,62,Yes,No,Yes,No,4,Valid,USA,Yes,Standard,No,0.604349496,0.394731008,Different Domain,Yes,No,Yes,Yes,21189,5,17340,4,Yes,0,3389
https://www.nrveysjkns.com,0,4546,3391,No,No,38,Yes,Yes,Yes,No,2,Valid,Brazil,Yes,Standard,No,0.14730773,0.708762693,Empty,No,Yes,Yes,No,7028,5,701,2,No,4,4008
https://www.dpopwoyoqb.com,0,3697,2413,No,,98,No,,Yes,No,2,Valid,Russia,,Standard,No,0.914557997,0.314542079,Empty,No,No,Yes,No,84515,1,12406,0,Yes,1,4746
,0,3062,2146,No,No,90,Yes,Yes,Yes,No,1,Invalid,Canada,Yes,Standard,Yes,0.141023006,0.465043073,Same Domain,Yes,No,Yes,Yes,,1,16328,1,Yes,1,2680
https://www.xlhqpltuwc.com,1,4690,-119,No,No,68,Yes,Yes,Yes,,0,Missing,Brazil,Yes,Standard,No,0.225198944,0.263497075,Empty,Yes,No,Yes,No,31401,0,13849,2,,4,2
https://www.dvsmpjyeon.com,1,3250,364,No,Yes,33,Yes,Yes,Yes,Yes,4,Invalid,Canada,No,Non-standard,Yes,0.432613363,0.507919476,Empty,Yes,,Yes,No,48726,9,1450,0,Yes,3,3857
https://www.uyfvycfmkv.com,0,5329,2055,No,No,47,Yes,No,Yes,No,,Invalid,Russia,No,Non-standard,No,0.497963267,0.947351542,Different Domain,No,Yes,No,Yes,85313,0,16396,0,No,1,4186
,1,4595,51,Yes,No,37,No,Yes,No,Yes,4,,USA,,Standard,No,0.096317804,0.289594231,Empty,Yes,Yes,Yes,No,11263,9,2835,0,Yes,3,697
https://www.twipaptyib.com,0,4559,,No,Yes,71,No,Yes,Yes,Yes,3,Valid,Canada,No,Non-standard,No,0.761678631,0.81642393,Empty,Yes,Yes,Yes,Yes,4692,7,4223,0,No,0,2304
https://www.pafhrvgeuf.com,1,7291,2,Yes,No,60,Yes,Yes,No,No,3,Invalid,Russia,Yes,Non-standard,No,0.1373062,0.218974272,Empty,Yes,No,Yes,Yes,55862,0,14257,0,No,1,4740
https://www.orfhetboxe.com,1,112,2241,Yes,No,16,No,Yes,No,No,4,Invalid,Brazil,Yes,Standard,Yes,0.654759882,0.144693137,Same Domain,Yes,Yes,Yes,Yes,85777,1,19315,4,Yes,1,958
https://www.tjzikfnlus.com,0,5131,3352,Yes,No,32,No,No,No,Yes,1,Missing,Russia,Yes,Non-standard,Yes,0.451980728,0.091126198,Same Domain,No,No,No,Yes,56137,2,17903,0,Yes,2,4113
https://www.ucatnjmler.com,1,3197,-258,No,No,55,Yes,Yes,No,Yes,3,Valid,,No,Standard,Yes,0.810935859,0.979863514,Same Domain,Yes,Yes,No,No,96736,8,9281,2,,3,3569
https://www.tpgjzfydnv.com,0,2378,2266,No,No,99,No,No,No,No,0,Missing,Russia,No,Non-standard,No,0.29560412,0.570415963,Same Domain,Yes,,,No,4552,4,14013,1,No,3,379
https://www.tgezdxagra.com,1,1924,473,,Yes,87,Yes,Yes,Yes,No,,Missing,,Yes,Standard,No,0.836526944,0.514270398,Different Domain,Yes,Yes,No,Yes,30998,1,10586,3,No,3,271
https://www.tvhocyjtxv.com,1,139,52,No,Yes,37,Yes,Yes,,No,0,,Brazil,Yes,,Yes,0.252259973,0.007200133,Same Domain,,No,Yes,No,5971,2,6610,4,Yes,4,3479
https://www.vyjokgnoie.com,1,1424,1278,Yes,Yes,33,No,Yes,Yes,Yes,0,Missing,Canada,Yes,Standard,Yes,0.574342587,0.484292325,Empty,No,Yes,Yes,No,67619,2,9169,4,No,2,1099
,1,,455,No,Yes,16,Yes,No,Yes,Yes,0,Missing,Brazil,No,Standard,No,0.486112364,0.66271303,Empty,Yes,Yes,No,,58805,7,4273,3,Yes,2,2155
https://www.kvurtonihe.com,1,3168,1056,Yes,,88,Yes,Yes,Yes,No,4,,China,No,Non-standard,Yes,,,Different Domain,No,Yes,No,No,65544,2,2220,4,No,3,733
https://www.lnmykodfgw.com,0,516,2978,No,No,58,Yes,Yes,Yes,Yes,4,Valid,Brazil,No,Standard,No,0.011777814,0.128918519,Same Domain,Yes,No,Yes,No,21611,0,9693,2,No,0,2384
https://www.qmtjviaekq.com,1,2616,317,No,No,12,Yes,Yes,No,Yes,0,Invalid,USA,,Standard,Yes,0.397848472,0.267698001,Empty,Yes,No,Yes,No,71143,2,3265,2,No,0,3053
https://www.krgywxppbu.com,1,6043,2822,Yes,,11,No,Yes,No,Yes,2,Valid,Brazil,No,Non-standard,No,0.118360533,0.714126242,Different Domain,,Yes,No,No,46825,5,10139,4,No,4,4838
https://www.ipansuiemz.com,1,6989,3547,Yes,Yes,16,Yes,Yes,No,,1,Missing,Canada,No,Non-standard,No,0.225157376,0.475334176,Different Domain,No,Yes,Yes,No,60974,6,3143,0,No,1,2115
https://www.wsmypuqtad.com,1,7236,3292,Yes,Yes,89,No,No,Yes,No,1,Valid,Brazil,Yes,Non-standard,Yes,0.688300092,0.4793054,Same Domain,Yes,Yes,No,Yes,,1,920,0,Yes,0,2267
https://www.ocqrpdyirc.com,0,6261,-110,No,No,30,No,Yes,No,Yes,3,Invalid,Russia,No,Non-standard,Yes,0.571288583,0.038404705,Different Domain,No,No,No,No,9667,3,466,1,No,4,4836
https://www.gfswfngixg.com,0,887,2787,No,No,18,,No,Yes,Yes,3,Valid,Russia,Yes,Standard,Yes,0.527079718,0.52932252,Empty,No,Yes,Yes,No,38095,6,9285,,No,0,1660
https://www.ljmmqkhxhz.com,1,7226,2462,Yes,No,21,Yes,No,No,No,2,Invalid,Russia,No,Non-standard,Yes,0.564016786,0.424737058,Different Domain,Yes,Yes,No,No,16687,5,10871,3,Yes,0,240
https://www.miyfqlhisy.com,0,3104,2834,No,No,33,No,No,Yes,No,0,Invalid,China,No,Non-standard,No,0.120053382,0.879623478,Empty,,No,No,No,55188,7,4876,3,Yes,0,376
https://www.vhzfbbnnfc.com,0,5437,472,Yes,No,42,No,Yes,Yes,No,4,Invalid,Canada,Yes,Standard,Yes,0.164640847,0.380840794,Same Domain,Yes,Yes,Yes,No,3303,7,14023,0,Yes,1,2226
https://www.brzyuoxbou.com,0,49,2597,No,No,87,No,No,No,No,3,Valid,Russia,No,Non-standard,No,0.542801191,0.609234586,Empty,Yes,No,No,No,5854,2,16361,1,Yes,3,1860
https://www.jhnzdjcjme.com,1,3951,1917,Yes,Yes,52,No,Yes,No,No,0,Missing,Russia,No,Standard,No,0.406827727,0.935890578,Same Domain,Yes,No,No,Yes,36402,5,8012,1,Yes,4,3110
https://www.uxukenetyu.com,1,3560,187,Yes,No,91,No,No,Yes,Yes,,Missing,Russia,Yes,Non-standard,Yes,0.463202051,0.566216444,Same Domain,Yes,Yes,No,No,13400,7,10734,2,,2,
https://www.uywckxfkob.com,1,18,-185,No,Yes,14,No,Yes,No,,2,Missing,Canada,No,Standard,No,0.879152308,0.029785589,Different Domain,Yes,No,Yes,Yes,53968,9,15573,0,No,0,2829
,1,4821,-209,Yes,Yes,88,No,Yes,Yes,Yes,4,Valid,Russia,No,Non-standard,No,0.18516432,0.101588946,Same Domain,No,No,Yes,,22627,5,17853,4,No,2,3805
https://www.jakwwvyabb.com,0,6340,1112,No,No,80,Yes,Yes,No,No,4,Valid,China,Yes,Standard,No,0.910698287,0.966847417,Empty,Yes,Yes,Yes,,,0,5135,1,No,1,915
https://www.lhjgleepyq.com,1,,205,No,No,98,Yes,Yes,Yes,No,3,Valid,Russia,No,Non-standard,Yes,0.857487488,0.552098551,Empty,No,Yes,No,No,42310,0,12858,4,Yes,1,3741
https://www.xhfqqjkjby.com,0,4061,491,Yes,No,23,No,Yes,Yes,Yes,0,Valid,USA,Yes,Non-standard,Yes,,0.18929069,Different Domain,No,Yes,No,Yes,6926,9,4886,2,Yes,2,3487
https://www.uphonpdfnz.com,1,2606,1419,Yes,No,45,No,No,,No,4,Invalid,China,Yes,Standard,No,0.641361493,0.567758263,Same Domain,Yes,,Yes,,73737,3,4647,4,Yes,0,2655
https://www.vbpbipsrqt.com,1,451,1362,No,,44,Yes,Yes,No,No,1,Invalid,USA,No,,Yes,0.863935302,0.957400922,Same Domain,No,Yes,No,Yes,97603,3,2774,1,Yes,0,4879
