Phishing attack,Age_Link_Meta,RegLen_PageRank,URLLen_ContentLen,Subdomain_URLLen,RespTime_Link_Meta,RespTime_Traffic,Subdomain_Age
0,1965.748441,30897,995330,177,405.0151849,74387733,12624
1,363.885639,-315,826646,124,428.6739885,59988958,6796
1,255.8790573,12680,510860,105,136.2165777,7667712,1623
1,2007.715445,-655,566550,0,861.5141257,102185776,0
0,678.4629726,13720,235326,126,3049.341853,204670950,3264
1,598.1791977,3642,62790,0,139.2727659,50651487,0
0,1494.395129,10098,377116,58,618.7977006,135867830,5668
0,3685.695483,0,400678,178,4241.682125,346987875,8472
0,1313.640591,5278,127520,320,2767.789428,179307126,7068
0,5775.618723,344,1093425,300,2618.227706,43744996,29180
1,1441.566822,10696,186516,162,2751.263408,165776520,6723
1,302.5693486,21558,67032,0,231.6593523,105648588,0
1,1089.389361,-1425,1003520,64,2863.367665,90802218,1098
1,87.17135786,9564,274976,32,44.92865503,15858408,357
1,2039.999181,5645,61275,95,1376.376285,169895520,5647
1,1434.612074,13278,713930,392,2857.724252,254176734,5988
1,477.9800277,9610,1397969,166,2155.085695,384318748,1946
1,2531.259478,3829,1371914,0,3683.073593,298031555,0
1,1837.477945,-1664,680490,180,438.6585802,131111722,23156
1,162.5613266,5308,653136,198,137.0052898,81199615,3912
1,6401.409489,4284,1033890,220,2988.691255,161065161,27476
1,1715.316824,2393,880320,160,158.2803078,2706420,13980
0,2267.651371,1142,754390,364,1929.334195,63943506,20564
1,785.4822413,8346,90068,33,260.861261,57252510,15447
1,1258.001695,1950,204809,33,91.61000638,2493792,6921
1,3867.309272,4230,844398,108,591.3889766,51667590,14452
1,636.55043,-2097,153792,384,1098.433882,70379116,4140
1,3329.578941,-622,936522,243,602.5980255,30002600,11106
1,4042.618152,0,113463,63,3632.813525,76101930,13347
1,1870.242249,23336,1340472,0,1185.735026,2153622,0
1,177.8279903,1809,16770,30,39.83275266,74360072,11902
1,2232.672387,-676,566775,132,1040.164656,5798422,21104
0,42.70101317,15224,1655808,98,293.5934729,204214580,667
0,4496.542633,16744,225998,51,907.4584122,18479364,17214
0,2579.832814,12395,50760,0,1840.94397,151048594,0
1,85.83741141,3012,485440,0,19.08124365,53052428,0
1,989.2801841,9844,144815,22,704.8875234,11613396,3896
0,1148.306295,3643,1610915,0,1679.040895,185306889,0
0,6618.568724,3788,755775,150,2819.805255,26117742,14360
1,2316.533103,1495,504306,108,495.7025817,13955798,10440
0,3571.254644,25376,173098,53,3886.103266,236465550,3607
0,1932.661798,11418,584598,279,2732.497422,149006615,10569
1,6550.475439,2700,286440,56,988.7336559,38189375,14244
1,4539.16376,31545,391306,68,1914.279924,139765824,10016
1,5017.840913,695,119584,0,3380.079818,13172718,0
1,2337.296297,23513,486972,243,722.3696066,78485316,17016
1,1099.968879,1788,209300,60,1575.728953,8501632,4557
0,165.1083061,11980,467500,102,628.7457718,8945456,1188
0,1832.223041,1301,742350,0,835.8746118,90265716,0
1,1010.755509,3020,1899840,96,509.9471738,214046568,4424
0,3736.334986,20160,1289764,0,3205.392011,470718,0
1,506.1590139,17910,35386,26,174.3799441,18983433,1550
0,653.6636371,26343,857438,222,10.40769124,3019857,19407
1,260.6169517,0,243754,0,1170.116926,151748520,0
1,1032.018039,-1420,361200,0,1541.316469,210774654,0
0,3274.372564,2538,86296,69,324.0264516,20461518,15552
1,1157.472497,2605,821598,228,1230.620022,298595028,13292
1,2181.045741,-1700,227220,0,1093.123998,30288258,0
1,2644.51597,6570,282321,76,2725.507435,165681471,14628
1,930.037112,-1520,1318848,192,623.8179961,197127936,7192
1,1350.184227,-274,931348,183,1758.697812,40427842,11244
1,1276.083059,21848,1217252,92,1781.817527,112034868,2064
1,4549.834995,0,1074010,134,4344.228875,188776586,9958
0,3317.144474,6832,791061,204,2506.55128,713900,15616
1,2766.689656,-560,548576,62,2263.774546,340034864,8428
1,2324.069302,6060,28440,0,2830.146495,239042496,0
1,2943.407214,-764,934459,122,240.1696578,44018793,12182
1,3151.660759,0,867890,0,2638.884086,195786708,0
0,1005.436488,13635,76692,198,584.4567046,149827676,11292
1,820.7931014,9660,708125,55,247.3101249,94654988,5818
1,647.8270286,16866,732754,38,1009.642214,258727656,2222
1,3733.53906,2866,343700,100,2541.367472,350077014,22160
1,594.0720773,13260,128660,20,337.3183072,114602532,4063
1,16.96517878,32049,989996,0,256.0681673,3634575,0
0,2972.074035,16686,1932,84,3301.40199,76176898,12075
0,321.7423823,1712,870345,243,138.3261012,121715550,11688
1,271.9566731,2235,712106,237,637.3393522,2224200,2157
0,314.4602608,14288,168120,10,201.971528,88571156,4579
0,4191.345649,834,880275,150,4576.964683,90535038,8804
0,1241.618708,0,195035,0,740.3580515,91755468,0
1,127.3415373,0,39105,55,25.67844201,21798036,3030
1,2256.421155,-1460,794348,71,3200.772048,141857622,2657
1,602.7975557,17950,828020,304,2312.585949,86178861,4964
0,1162.874212,4052,102068,272,1357.834016,336671688,14864
1,95.31613406,7923,51960,60,709.5374312,230944,1108
0,3424.398202,0,45975,75,2821.88301,295812902,5513
1,694.5019082,-276,1071912,59,298.9271247,148535244,5102
0,3714.218843,0,241913,147,234.3255393,5802576,21018
0,1034.506514,244,30723,66,928.2339358,38079526,3446
0,4000.806075,2518,63960,24,2450.190376,5305536,4781
0,862.4905629,8970,396084,39,1897.37753,280179445,1696
1,78.2728647,0,1274256,144,57.88778218,235215920,12840
0,1111.546773,5348,1526020,246,213.861599,34372260,7500
1,1066.310347,126,1172636,142,1315.452046,115983335,5290
1,981.0110517,0,131634,18,3058.187678,207807628,1116
0,467.9775351,4606,1614573,0,1332.86655,22529377,0
1,748.7536586,-192,846528,192,1039.034703,227609265,9696
0,1031.469769,12740,537485,260,2194.684897,252054320,6420
1,2868.849962,2072,722964,176,1617.839806,27407784,21804
1,1021.308909,176,33410,30,446.5555691,82108785,15774
0,2390.439846,10843,712375,0,1179.757288,142287669,0
1,884.023022,1869,288724,76,3880.711232,264743325,3540
0,1254.094799,24542,1245600,270,1164.56579,274016404,10926
1,1581.527112,4136,16337,124,180.1548114,52304070,25072
1,2726.261606,864,195020,80,1478.292923,138824400,26372
0,1947.436496,5530,46764,72,586.8986701,89911712,6424
1,1730.666799,-555,720698,123,663.0989851,91373308,7227
0,1036.795972,19476,115230,46,1298.358481,65981388,7238
0,1899.532453,10210,260700,75,1451.301548,87626304,12027
1,1030.927597,-50,664734,152,123.9148081,29464105,11348
1,926.0358788,-1179,125840,13,232.8060967,43933272,4105
0,107.7776822,3004,995242,79,60.78631767,78566752,1461
1,4758.757939,0,221033,201,2165.594135,223070408,20067
1,1003.296504,1304,646677,86,203.9128263,17901268,5304
0,254.2863333,18018,244986,14,756.3654775,192261888,979
0,3000.552184,20160,49400,13,224.8790462,12773855,3696
0,411.6241102,18732,407729,0,191.2680457,207176720,0
1,1479.160592,17532,266336,14,1121.663999,104248543,3008
1,2775.089451,8754,282812,51,2195.914253,119743570,11097
1,3745.714499,3549,206670,60,2870.131474,8299761,7572
1,559.0580839,-1312,433872,144,2333.962414,280534510,4256
0,2690.526544,1500,795616,0,299.1609276,18240553,0
1,6337.114828,-94,228420,81,1658.856431,52933004,21477
0,735.2608112,16308,49335,0,713.6901855,38464436,0
0,1464.919903,4620,872916,51,1319.721757,181841112,2038
1,2549.673381,3623,433860,35,1047.397097,110494800,4557
1,2319.527159,1440,1581984,96,357.4970814,14014592,6897
1,31.18953165,9828,556020,0,54.49714801,42453942,0
1,1658.149614,3568,917728,136,1282.927738,219194955,8414
1,424.5204215,-2456,380277,141,3224.004439,132844207,1842
0,2533.220928,3176,1134133,231,3381.878274,444368694,10728
1,4108.860942,120,1481145,0,3443.531161,150848380,0
1,165.5780551,2471,112350,0,108.2636343,288255014,0
0,59.2357401,17766,390875,177,267.2190053,17216430,810
1,5523.321099,4894,510260,186,2227.067573,9067646,20550
1,2566.776133,8325,149040,108,969.8697274,78796384,7749
1,3790.065078,13650,603000,201,2451.451225,26082966,19842
1,158.4176957,15736,1049412,0,2127.681146,220037490,0
1,4430.905143,833,534956,204,1388.24901,89238308,20127
0,1760.2188,874,121068,114,1857.356131,225373242,11688
1,1917.821366,15432,848215,255,1584.976336,214197200,10164
0,2724.685276,1078,235625,50,481.6802512,60207204,11268
1,12.19465217,9390,317772,0,22.81817652,124872748,0
1,2417.021603,15640,666365,35,1630.998317,78858549,4059
1,411.2586673,20880,1936186,0,468.7686822,124090692,0
1,3213.345807,15050,808896,0,1878.242095,258894090,0
0,1043.885015,3033,468195,196,200.8801368,21192982,14488
1,1344.95625,7560,1128672,96,344.8065025,12230454,2551
1,146.0634334,2523,83350,10,2288.506783,81794944,271
1,6646.462496,11048,159588,24,18.77266628,1064300,14162
1,3429.771943,1676,834391,188,2707.993141,314350922,18152
1,2825.252182,31095,552256,128,1482.950747,214479018,13820
1,2366.320681,-227,726958,43,427.5665475,39210885,5230
1,11.50072067,6686,628155,396,287.2153663,328536208,608
0,2749.148898,10703,610442,147,3149.066028,302498775,10992
0,2935.05356,16620,392256,48,1697.603349,99769920,6978
1,546.6627576,3744,200126,282,1374.696052,19345230,2040
1,1562.359395,0,542430,98,1344.341944,265581154,5260
1,3755.248604,0,639675,135,3112.914013,301665493,14031
1,3805.886918,28256,58469,118,3247.940341,200392192,7708
1,45.34967424,9008,195104,134,49.57278144,252903980,6980
1,385.3849628,627,649198,138,324.0632241,333969075,12519
0,2273.868924,-95,1370946,0,64.10838247,216918,0
1,1647.722046,-882,426706,0,1134.160564,343177119,0
1,26.5956107,10460,694134,196,26.72089285,239722052,5944
1,162.3440349,28287,85855,0,214.3857719,74114560,0
1,5197.064471,6958,1786272,96,52.09843332,3341279,5287
1,34.52170336,3708,855504,216,44.38963905,347630844,9666
1,761.366408,372,585152,64,30.21688412,4442264,3074
0,3222.035202,16955,26638,76,2840.720874,28168224,9092
1,1596.541417,0,855420,180,1037.938049,264785880,21873
1,16.20563134,2241,309040,64,138.6160252,82174366,448
0,467.5685219,6704,572896,32,374.8020524,230891481,5131
1,689.6322708,2556,302577,0,532.2372652,74313281,0
0,66.5219558,0,562194,232,307.3417493,51520624,2064
0,240.451858,-330,13980,90,185.7251534,46749612,18783
1,3069.149981,12310,228291,42,101.9368939,4004880,14452
0,2070.631397,3304,588966,168,847.7516074,7352478,21748
0,29.85249471,5194,1423407,261,1133.17633,10888440,147
1,3697.703674,9585,416624,0,2910.619698,113210220,0
0,2772.567277,4524,1747940,194,2523.774167,305282880,10520
1,473.6388635,8781,389746,291,1252.214126,227456541,4245
0,3764.595175,19446,582750,60,1511.052879,166217860,12128
1,16.36210305,3295,540848,0,23.21170405,62507284,0
0,3053.841148,16597,319242,21,732.7774859,34399568,5922
1,3419.325364,3170,126966,42,714.4587171,58952399,16899
0,2424.428948,0,823104,144,376.6013824,16404172,5266
1,2553.312336,8176,330300,20,2733.239769,436220898,4314
0,730.865902,18088,493696,0,1114.008296,165090654,0
1,1561.405611,677,405128,178,1497.384425,67888355,4390
1,245.347438,5636,799020,46,86.08503727,57591765,2414
1,3301.549836,12760,656198,0,745.3151733,135561730,0
0,634.0620885,2676,415400,120,547.7581873,147444158,15759
1,533.0228577,9515,1434328,0,859.1218342,113707890,0
0,529.9423958,10227,855500,118,488.945978,129590068,9152
1,777.050601,16960,1000552,0,14.66924004,2188725,0
0,4186.693699,18513,329940,108,3860.037799,429621808,15534
1,960.5777267,6784,250704,0,2653.949124,173960226,0
0,406.6993857,17025,1166424,0,635.8077728,196647429,0
1,5120.696914,1095,164808,28,3357.698353,342978591,5568
0,1408.774506,1386,434538,26,854.5025692,153869088,2928
0,2870.71824,1681,420471,174,2020.591379,340443664,10252
1,65.15767978,5428,170145,171,3636.116374,426213216,246
0,13.13919968,8190,509997,0,50.15420219,36543608,0
1,2551.712099,31230,1503600,336,2352.595511,244605681,10816
1,3724.124954,1210,179080,80,3427.673443,62802624,19748
0,280.841472,8540,790761,57,1994.05056,61334200,369
1,2029.405841,2532,1585800,90,2276.53979,261874350,3490
1,1168.674739,590,281330,210,1519.47424,41890743,5337
0,1229.879803,2362,438520,380,2266.801925,235028832,5456
1,2769.659644,9294,717068,129,622.271577,26356482,16584
1,3333.427322,1115,223650,72,1322.598632,100386156,13368
0,264.5816366,1890,1071840,168,282.6474665,99847902,7352
1,4516.302274,8956,214149,76,1690.669218,135488545,24544
1,1226.009456,18270,1065233,201,918.0349382,62497192,12492
0,2921.739015,4608,51175,75,1451.885783,23121150,15123
0,489.8311336,16353,1013520,240,736.7012139,85730400,4887
1,213.9833111,29457,563920,0,305.3603989,193190866,0
1,366.1200499,16976,166513,219,765.3549311,363600244,7098
1,2361.44473,2379,192591,0,2113.797878,138027609,0
1,151.8551613,13570,160300,42,343.4421806,60093088,5733
0,35.03987492,2234,116976,48,315.3588743,434630772,1972
1,2110.939131,3089,325496,174,1346.883553,142114704,8736
1,1120.083506,-1899,212352,0,2082.950865,307489093,0
1,1781.281509,6288,161460,0,1769.821409,30832615,0
0,491.4017325,29799,218270,138,370.6925919,20028082,7401
0,2464.363776,0,499268,88,2552.352962,244833918,7394
0,4.132551224,11697,67249,39,50.25715521,15487914,186
1,2343.551234,18767,635664,144,2239.149186,228458355,7677
0,2505.250283,13895,738936,264,969.1287706,105865632,15774
1,2209.80199,-1368,1121120,273,852.3521961,77534982,14910
1,214.15332,18261,228808,74,284.5142491,271660545,6556
1,1821.902013,7182,587869,73,1703.29328,415297526,5069
0,146.1909361,10300,80115,84,29.47037808,4722300,6548
1,3565.59576,-844,270812,0,459.8851154,60842245,0
1,1827.495306,12250,318360,40,1472.868482,80706332,5715
1,642.8695167,2763,8428,56,520.7490105,206967280,16656
1,186.9826199,8856,628524,156,810.2580194,65150345,585
0,1486.747238,6024,96180,24,1375.193927,102331436,4718
1,131.1247691,-600,15936,0,704.0829991,28200978,0
0,11.21081406,19320,253526,14,173.9544648,41426707,60
1,5260.692901,12316,16170,63,2527.248345,258789838,17604
0,196.3001219,14630,493024,0,107.1278936,84520436,0
1,1561.853839,-100,872040,312,4786.967686,224740125,6284
1,5888.033865,-2079,181332,12,3954.136637,337567388,7024
1,227.689313,3478,1288579,213,807.2017626,213758208,3087
1,1173.637209,0,104075,23,200.7941135,21328602,2677
1,50.06194693,1248,172070,10,14.22939097,50743980,2512
1,4305.18569,0,298845,87,2985.462762,35434771,19671
0,2177.88614,15372,26571,51,2701.741191,255966960,2773
1,2997.214429,16479,662541,153,1497.301239,701658,13770
1,255.166259,1512,317922,44,598.5275672,107230794,1192
1,3007.587679,0,1252304,249,2458.499964,15130138,14559
0,1992.5544,5892,1167900,60,210.8907942,44242400,4384
1,569.9785406,1223,477312,0,2080.421673,218531340,0
1,2721.747924,690,498845,89,1565.306961,56843526,4733
0,427.0961347,10840,89641,17,394.9298986,111209189,1673
0,31.13782823,6696,191659,0,6.468385016,45079368,0
0,694.4972403,4970,417513,0,118.71665,11790243,0
0,3314.877264,5202,247814,0,1501.283257,100397436,0
1,4711.078975,27664,3854,47,811.8917448,91333034,6261
0,1430.569236,3567,86020,51,512.0716989,33274356,10359
1,1778.72595,13304,176770,44,222.5874053,15075156,9014
1,1882.707315,9510,543984,126,393.840201,8917097,6726
1,3787.21918,12294,408360,328,2393.296641,56096936,20388
1,116.7106565,0,303048,0,231.743747,229910052,0
1,2591.671648,-513,77558,39,1821.274415,83350176,16854
0,3594.130083,11043,176226,46,2420.116245,280654860,8376
0,1572.902115,16956,1030538,258,1161.557851,32923360,12045
0,2779.327433,9395,71280,352,1496.273181,118464000,11888
1,3104.692886,9656,952050,75,892.8041473,4982482,4166
1,1293.539467,4368,596064,192,977.0941896,316996768,20504
1,4834.918869,0,927202,0,4537.713017,147177030,0
1,19.93029562,3413,1028896,316,215.4963213,18397512,768
1,933.2993299,17780,289296,147,1252.750778,134265600,5364
1,1306.751537,8540,248360,40,1668.75703,41400450,7400
0,258.9999313,7252,533008,112,35.65989294,5559392,7786
1,944.4019179,0,953190,252,2697.060222,133394340,4384
1,2034.37391,41,861320,183,1437.469325,160857186,19437
1,1575.707707,5091,1198098,297,931.7450713,67288005,20319
1,1457.510412,5542,350001,81,2262.579455,366722952,7821
1,25.37716161,105,467922,78,595.2456509,322761519,579
1,1747.402486,1452,627075,300,1520.930854,200952960,14876
1,1895.695582,0,770302,0,1421.955307,65731072,0
1,4212.516144,10944,1012719,171,3072.1811,83420740,18984
1,1670.476051,8040,725788,196,2702.47173,98618608,4678
0,275.1679192,875,330867,97,461.8755634,41770761,731
0,1570.499963,-1305,377364,52,1423.488834,299692188,4177
1,2026.541309,-108,1171235,65,1866.223525,217712022,2604
1,4987.432229,0,323141,0,4110.577638,118083777,0
0,38.01413277,11178,1015911,57,347.3193692,36094583,205
0,2569.837358,2959,854448,0,3858.312906,400728345,0
1,2546.543097,57,1398330,270,1867.837123,80998070,9579
1,5543.417942,-810,1647780,87,3514.151383,30167794,7291
0,636.423271,1806,1272905,0,1083.71001,90195926,0
1,364.7117404,28647,687940,53,370.2227651,138729393,1853
1,2634.53641,2099,72314,38,4249.043832,256005051,5708
1,93.01435122,5370,14965,41,12.47658198,38843547,3571
0,1489.379317,6903,377568,171,1164.202513,242602698,10278
0,346.7912887,10785,116571,39,442.6953731,270314328,7854
1,2597.757648,0,455200,0,2001.739153,101842708,0
0,157.0096098,8919,1757434,196,22.50541514,35122422,5944
1,647.0540886,0,602040,160,733.5923246,52291915,11096
1,2331.038494,0,323000,272,2751.986382,112391570,11784
1,55.13399927,-438,383673,0,102.3034358,59023370,0
0,2234.038271,12321,81114,44,1512.185072,60617888,7112
1,670.823985,18032,1125655,85,1768.045801,54181015,1493
1,3256.594449,2712,753533,61,995.2681007,2785698,6410
1,2499.664863,13905,380754,22,4452.837012,418563460,2781
1,2655.23389,7164,1179404,0,763.0354865,58452042,0
0,770.1858238,7800,1040580,360,631.5888484,285772794,15204
0,2983.120126,18515,817752,0,1088.910399,158893569,0
0,2822.786506,2396,223104,64,1104.903295,34379567,8068
0,2905.566743,14860,79948,138,2083.634178,100231521,18612
1,1882.606682,105,613410,69,2094.489092,311470848,4487
1,1341.998138,6748,139370,20,583.2750713,138994425,7496
1,24.31714051,0,1519322,376,188.2475177,459684374,2428
1,2651.007231,12210,27900,72,3698.616168,228601296,6382
0,338.676869,4020,301291,0,1832.001002,144834947,0
0,4510.38033,15540,394470,90,2016.822989,34721072,16008
1,1169.794122,2442,339072,48,128.0781808,61831042,5818
1,3477.111216,9513,895594,213,652.5276586,30753276,12597
0,1246.336467,3055,122336,64,1852.415992,354341985,10940
1,4362.549692,5030,187818,69,3026.916569,119255817,6170
1,128.3699556,19824,1264558,201,935.636052,115793664,894
1,890.9181643,13530,83556,198,2092.16661,170660410,2868
1,6459.42696,10704,66616,176,581.5531331,29098750,27768
0,635.3235621,2348,1314788,164,1783.924688,83614568,2228
1,4985.394068,4360,150672,96,2014.645548,83444644,13432
1,3914.916457,4249,367920,112,2097.025878,73036508,8920
1,457.943866,338,71467,33,62.83489359,46875585,17382
1,1777.752771,0,210912,384,828.1838752,75400710,13884
0,1900.133426,2164,935214,196,1790.613713,149770335,11312
1,4629.199728,9957,912976,86,382.6805108,4212528,6000
0,790.0274282,25504,1110540,180,597.864258,34407180,11310
0,1948.681413,8043,810378,0,895.1498604,27422220,0
1,1837.197672,9624,739216,47,1382.732984,151207485,2850
0,748.0093703,1646,616816,152,127.8868573,42222428,6972
1,1779.947872,2850,1191264,192,1287.211161,226983050,7008
1,4025.231852,1514,1294861,0,2353.765475,304170256,0
1,3490.604876,10320,1204812,63,32.73294492,1002132,3839
0,2643.800847,0,493601,83,4013.680135,353963104,3196
1,661.9094934,27696,405308,228,965.0773127,227266455,4788
0,3114.237933,13480,1104768,224,2496.892533,309918172,22640
1,2139.119622,6324,1038708,0,1547.972304,69271796,0
1,219.6278149,7092,620928,198,1436.365909,316822779,1950
1,2999.563783,1425,467776,64,715.2765752,135470764,5741
0,5338.334755,0,822591,0,981.8363373,73176454,0
1,116.3768688,4528,1413258,294,57.75862183,51162860,17058
0,3031.774594,2443,686872,368,1787.711055,288678000,26456
1,183.9899521,4688,517135,0,924.8483215,233748560,0
0,1992.558318,15852,1134910,0,1715.327738,281923575,0
1,4038.45701,9702,543960,40,3388.599784,298803370,4928
1,1542.278297,26560,1125312,192,175.321914,8046558,14462
0,215.5873503,0,329784,208,1130.86958,32147090,2460
1,4766.704992,8337,1004916,276,535.4209716,18792354,27456
0,2976.748954,6275,2400,120,287.5997451,46983663,9750
0,2506.340409,28952,891632,112,2374.171172,393501357,9254
1,3724.425252,1400,932352,0,2150.520131,92059692,0
1,1911.221559,0,174075,220,2075.130958,273157095,12080
0,134.2256082,984,1270016,164,202.3388517,41754108,3220
1,692.7860906,0,841509,162,97.17492205,31324820,5846
1,4164.642194,438,404096,82,2109.489283,286240043,6055
1,2050.918655,16576,902430,0,593.2976945,42961488,0
0,200.8242057,2031,407864,34,1013.938152,342813156,941
1,5570.704786,2100,1738432,368,1228.859869,96417234,23464
1,363.2580908,13800,441882,252,233.2568245,366983595,28848
0,595.9032492,-284,1096224,96,125.7615187,22820600,4274
1,749.8184542,-1116,949526,183,861.7990002,144666456,5484
1,135.0072603,11538,937368,288,914.7905739,97284792,1856
1,3889.860291,266,273672,162,1202.742151,143851455,17610
0,5664.974485,3174,201382,68,3874.494654,457555080,27096
1,870.5224484,14580,583250,0,466.4018647,8338986,0
1,389.2849319,10440,363690,180,311.339872,64653736,1768
1,1129.043111,19593,378378,132,1123.998766,204400480,7610
0,3694.667564,12784,191730,45,1904.82401,313704003,19569
1,211.423544,13920,18,0,94.42359322,108539088,0
1,1887.649338,1372,246875,50,1519.753407,69889560,6270
1,859.0402036,512,561750,100,2324.242975,109452500,1848
1,929.0419372,24534,13086,0,388.8034498,40301630,0
0,1765.187642,2592,453856,104,877.1269634,103217120,29060
1,647.3849987,3460,91830,10,130.4391663,92493290,5921
1,101.7057674,0,66270,94,48.45226109,71562504,5550
1,131.5024878,6036,686760,177,327.722395,124292530,1908
1,945.6862804,482,132672,32,3327.245649,40845870,2072
1,3337.088111,17454,745056,96,3158.560763,291154240,4131
0,824.2959973,3417,918736,273,93.35072866,8097036,16371
1,843.138702,2310,77062,212,332.7060183,141853165,15864
0,3424.242881,13527,202818,44,3173.834375,43160590,9162
1,4864.654366,28116,328026,0,989.5397561,24141032,0
1,407.7951048,27558,913920,160,302.001318,147379575,10924
0,1145.38811,10164,117978,42,230.4534636,66327119,12654
1,1672.766383,14424,92430,104,191.6281546,21773050,11348
1,346.4577013,2065,306096,56,545.1539666,66907414,687
1,63.46085496,2872,819844,97,406.9172401,188035520,529
0,2221.203535,2000,441720,72,1006.186217,76011487,15093
1,5767.689725,2971,1230866,0,3595.578153,174754,0
0,3473.948343,1390,122610,30,2393.825437,346923939,14248
0,320.1184061,758,164538,66,1614.24637,299507488,2532
1,4386.389441,17960,284949,42,1775.174868,82610328,10892
1,156.5579774,10611,119784,0,95.99668714,86212176,0
1,1118.42117,6288,1557468,243,1489.904651,275228877,7605
0,1517.950108,8015,673112,44,940.0759689,272633340,5708
1,215.9941542,0,858420,152,231.2502468,1099296,538
0,416.5255243,6060,812448,84,159.4038858,44365531,1445
1,874.1189385,9552,1123456,201,577.750154,167656548,17847
1,257.6512846,0,737695,49,186.3167317,296909184,6328
1,2823.168253,11775,493779,78,380.6840598,35229306,11836
1,852.0239362,10218,988512,0,418.8774171,38668312,0
0,1363.829945,23220,65032,176,587.692529,17934848,13664
1,1863.249481,0,823984,0,2118.70785,185304934,0
1,2850.343612,1218,1881315,388,1619.040034,5165676,14232
1,1098.833965,1692,793480,40,254.4582003,24125514,2686
0,518.13732,0,261004,0,904.4907992,365146350,0
0,265.4085101,29412,352107,21,3676.223827,327255318,336
1,1602.922494,19098,584821,47,749.7540696,53321024,3968
0,4392.191934,1600,737748,324,2307.965471,182804632,23400
1,943.8895337,0,460680,24,1105.994254,47614716,4204
1,97.07233275,6155,113900,100,204.7745985,108833010,7196
1,203.3618086,570,201275,194,1413.817924,182752028,628
0,161.4846471,23576,74448,0,704.750898,15648738,0
1,1299.11014,15255,994500,156,2186.157305,348705281,8238
1,13.38676317,13832,213210,69,368.0928041,59595546,155
0,679.2028927,11850,78455,65,2693.81373,270915344,886
1,1672.822795,930,1714734,372,408.5146577,14070585,11220
0,800.7803662,2320,33638,66,1187.907848,82836744,3351
0,2680.249061,15211,242098,23,2052.835738,6866220,2828
0,163.4980787,11728,222573,13,64.72419387,32193152,1647
0,286.8596461,1976,257140,138,448.1280426,420704800,8949
1,101.5481609,2736,685432,88,2573.745291,178463613,284
1,4425.851396,194,78679,76,1054.47479,84730425,18048
1,6092.996517,6812,799754,89,1376.142602,135042045,6451
1,1513.066046,702,1380870,360,3945.251421,326288237,6868
1,2143.316418,5485,619429,332,406.7247947,68267430,20868
0,1833.424362,7260,361181,0,820.8019684,94554213,0
1,1946.168225,8830,26169,0,1351.406965,209268990,0
1,756.789196,12150,136300,58,301.3722656,60740942,3380
0,2169.19368,8796,1319990,280,990.0714957,100175535,10648
1,1032.810116,0,551330,0,2566.917696,361288914,0
1,586.5876409,9699,823336,194,742.0890224,136241600,6956
0,3690.840149,24680,70642,44,2194.753774,30171771,17940
1,2274.118347,1277,374634,0,138.4952058,319587,0
0,3103.606938,1932,976282,316,1237.092848,48663102,18836
1,0.822826663,1410,188160,96,20.97992591,134621410,382
0,735.9129557,8502,536977,0,339.9110146,32917617,0
1,1921.245885,1162,351000,135,154.0869049,10693708,14289
1,1096.758276,17970,690272,212,2443.805168,274169350,8168
1,2551.262654,8560,1881950,95,2053.806425,216651888,3190
1,640.881955,1855,77508,18,702.6625081,342307461,4388
1,3650.441089,1018,8060,80,4387.835958,244466096,15188
1,2770.218904,-1192,798940,258,1831.763418,125754468,18960
1,2047.789196,16308,231624,216,462.3000169,34511361,9528
1,3801.964736,4992,666064,38,3369.762259,45824060,5366
1,2018.635758,16570,471634,62,1440.539459,35184117,6226
0,4692.160326,904,539392,84,1961.7741,187809150,15915
1,2099.725957,975,959420,154,375.2117126,25311040,9782
1,2216.556456,0,429780,0,1589.153757,310621410,0
1,5627.288081,18009,701097,236,1653.330134,150483860,26412
0,1908.241709,3486,1075872,0,112.299056,34388400,0
1,639.450653,278,849666,69,234.2625055,39945037,3049
0,442.8114633,0,412159,178,683.7280449,84374095,2610
0,250.6107079,12084,785016,216,502.8647646,127871892,2745
1,3882.701191,6360,1255464,144,1752.84158,122862386,10628
1,3240.108068,3168,210740,0,3584.019359,211989400,0
0,1420.205157,3681,637252,77,453.1781017,20913969,7280
1,371.7908831,21400,50336,64,1440.768043,251722920,4744
1,3921.521428,-776,166257,87,787.1053723,17807532,4200
1,1518.413183,9486,398864,97,1717.291424,364663134,3764
0,1689.701043,3336,303264,54,1079.418045,149150017,11612
1,1019.622725,1176,63418,74,500.0318284,50831424,2398
1,6464.281935,10160,1291653,396,2660.567218,181780060,27980
1,483.3510275,3189,1070069,364,73.23762438,52067631,22360
1,544.8500674,1825,957516,168,221.5860548,17196138,8488
1,947.3216258,-309,184828,56,672.8221311,224861384,20320
1,401.3362595,8508,49300,68,1231.532637,71178380,2508
1,2781.694051,13840,29436,44,2159.446813,340854012,5588
1,360.1273689,784,33330,0,537.6670838,169229984,0
0,483.8495288,4305,166428,0,678.5815774,95874076,0
1,3001.682679,8330,188640,72,1415.281697,288831816,28768
0,191.1966253,2952,771980,0,513.9485863,209339900,0
1,1199.378878,1776,262220,35,240.3584231,42000324,4970
1,341.2726904,13419,916695,130,582.2417818,318941370,3974
1,588.6469115,3816,550440,36,292.9839613,129264756,4834
0,1414.485676,7889,1129684,204,37.91076475,2587536,13320
1,3003.444836,0,307806,0,264.8243872,29099574,0
